,restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
67342,g187191-d799942,Restaurant La Couronne,"[""Europe"", ""France"", ""Normandy"", ""Haute-Normandie"", ""Seine-Maritime"", ""Rouen""]",France,Normandy,Haute-Normandie,Rouen,"31 Place du Vieux Marche Devant l'église Sainte Jeanne d'Arc, 76000, Rouen France",49.44281,1.087842,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#60 of 534 Restaurants in Rouen,#64 of 668 places to eat in Rouen,"Fine Dining, Grill, Contemporary, Vegetarian Friendly",€€€€,€27-€75,"Lunch, Dinner, After-hours","Grill, Contemporary",Vegetarian Friendly,"Outdoor Seating, Free Wifi, Reservations, Private Dining, Seating, Serves Alcohol, Accepts American Express, Accepts Visa, Accepts Credit Cards, Table Service",Y,N,N,"{""Mon"": [""12:00-14:30"", ""19:00-22:30""], ""Tue"": [""12:00-14:30"", ""19:00-22:30""], ""Wed"": [""12:00-14:30"", ""19:00-22:30""], ""Thu"": [""12:00-14:30"", ""19:00-22:30""], ""Fri"": [""12:00-14:30"", ""19:00-22:30""], ""Sat"": [""12:00-14:30"", ""19:00-22:30""], ""Sun"": [""12:00-14:30"", ""19:00-22:30""]}",7.0,42.0,14.0,4.0,1593.0,English,365.0,202.0,76.0,41.0,17.0,29.0,4.0,4.0,3.5,4.0,"duck, souffle, lobster, cheese board, fixed menu"
71281,g187211-d1572051,La Chassagnette,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Bouches-du-Rhone"", ""Arles""]",France,Provence-Alpes-Cote d'Azur,Bouches-du-Rhone,Arles,"Mas de la Chassagnette Route du Sambuc, 13200, Arles France",43.56775,4.668312,Claimed,"Travellers' Choice, Michelin 2021 for One Michelin Star: High quality cooking, worth a stop!, Michelin 2021 for Comfortable restaurant",#8 of 216 Restaurants in Arles,#11 of 279 places to eat in Arles,"Fine Dining, French, Mediterranean, Vegetarian Friendly",€€€€,€55-€115,"Lunch, Dinner","French, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options","Parking Available, Free off-street parking, Outdoor Seating, Private Dining, Seating, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",Y,Y,Y,"{""Mon"": [""12:00-13:30""], ""Tue"": [], ""Wed"": [], ""Thu"": [""12:00-13:30""], ""Fri"": [""12:00-13:30""], ""Sat"": [""12:00-13:30""], ""Sun"": [""12:00-13:30""]}",5.0,7.5,5.0,4.5,554.0,English,96.0,64.0,14.0,10.0,3.0,5.0,4.5,4.0,3.5,4.0,"ceviche, mackerel, bread, michelin star, outdoor place"
72391,g187217-d4424456,Romagna Mia,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Antibes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Antibes,"3 boulevard Dugommier, 06600, Antibes France",43.580814,7.119666,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#3 of 332 Restaurants in Antibes,#3 of 577 places to eat in Antibes,"Mid-range, Italian, Mediterranean, European",€€-€€€,€10-€28,Dinner,"Italian, Mediterranean, European",Vegetarian Friendly,"Takeout, Outdoor Seating, Seating, Street Parking, Serves Alcohol, Wine and Beer, Reservations, Table Service",Y,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [""12:00-14:30"", ""17:30-21:00""], ""Thu"": [""12:00-14:30"", ""17:30-21:00""], ""Fri"": [""12:00-14:30"", ""17:30-21:00""], ""Sat"": [""12:00-14:30"", ""17:30-21:00""], ""Sun"": [""09:00-21:00""]}",5.0,36.0,9.0,4.5,834.0,English,143.0,118.0,17.0,5.0,2.0,1.0,4.5,4.5,4.5,4.5,"truffle, tiramisu, pasta, pappardelle, bread"
72464,g187217-d786989,La Plage Keller - Restaurant Le Cesar,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Antibes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Antibes,"1035 Chemin de la Garoupe, 06160, Antibes France",43.554367,7.136484,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2013",#86 of 332 Restaurants in Antibes,#132 of 577 places to eat in Antibes,"Fine Dining, French, Mediterranean, European",€€€€,€35-€148,"Lunch, Dinner, Brunch, After-hours","French, Mediterranean, European",Vegetarian Friendly,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Valet Parking, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Beach",Y,N,N,"{""Mon"": [""09:00-23:00""], ""Tue"": [""09:00-23:00""], ""Wed"": [""09:00-23:00""], ""Thu"": [""09:00-23:00""], ""Fri"": [""09:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-23:00""]}",7.0,98.0,7.0,4.0,861.0,English,235.0,116.0,71.0,16.0,11.0,21.0,4.0,4.0,3.5,4.0,"rosé, octopus salad, beach restaurant, wine list, sea view"
72500,g187217-d918764,Le Vauban,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Antibes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Antibes,"7 B rue Thuret, 06600, Antibes France",43.581966,7.126483,Claimed,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant",#16 of 332 Restaurants in Antibes,#23 of 577 places to eat in Antibes,"Fine Dining, French, Mediterranean, European",€€€€,€25-€43,"Lunch, Dinner, After-hours","Gastropub, French, Mediterranean, European, Healthy",Vegetarian Friendly,"Wheelchair Accessible, Reservations, Seating, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",Y,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [""00:15-14:00"", ""19:15-22:00""], ""Thu"": [""00:15-14:00"", ""19:15-22:00""], ""Fri"": [""00:15-14:00"", ""19:15-22:00""], ""Sat"": [""00:15-14:00"", ""19:15-22:00""], ""Sun"": [""00:15-14:00"", ""19:15-22:00""]}",5.0,82.5,10.0,4.5,922.0,English,199.0,130.0,44.0,14.0,4.0,7.0,4.5,4.5,4.5,4.0,"foie gras, bread, fillet steak, potatoes, wine pairing"
72844,g187221-d1034860,Le Caveau 30,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Cannes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Cannes,"45 rue Felix Faure Proche Palais des Festivals, 06400 Cannes France",43.551968,7.014068,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2012",#123 of 649 Restaurants in Cannes,#128 of 785 places to eat in Cannes,"Mid-range, French, Healthy, Gastropub",€€-€€€,€12-€100,"Lunch, Dinner, After-hours, Drinks","French, Healthy, Gastropub",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",Y,N,N,"{""Mon"": [""12:00-17:00"", ""19:00-22:45""], ""Tue"": [""12:00-17:00"", ""19:00-22:45""], ""Wed"": [""12:00-17:00"", ""19:00-22:45""], ""Thu"": [""12:00-17:00"", ""19:00-22:45""], ""Fri"": [""12:00-17:00"", ""19:00-22:45""], ""Sat"": [""12:00-17:00"", ""19:00-22:45""], ""Sun"": [""12:00-17:00"", ""19:00-22:45""]}",7.0,61.25,14.0,4.0,1366.0,English,369.0,151.0,127.0,47.0,24.0,20.0,4.0,4.0,4.0,3.5,"seafood, mussels, sea bream, steak, profiteroles"
73012,g187221-d1326939,L'Affable,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Cannes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Cannes,"5 rue la Fontaine, 06400 Cannes France",43.552,7.024916,Claimed,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant",#30 of 649 Restaurants in Cannes,#31 of 785 places to eat in Cannes,"Fine Dining, French, Mediterranean, European",€€€€,€9-€42,"Lunch, Dinner, After-hours","French, Mediterranean, European",Vegetarian Friendly,"Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",Y,N,N,"{""Mon"": [""12:00-14:00"", ""19:00-22:00""], ""Tue"": [""12:00-14:00"", ""19:00-22:00""], ""Wed"": [""12:00-14:00"", ""19:00-22:00""], ""Thu"": [""12:00-14:00"", ""19:00-22:00""], ""Fri"": [""12:00-14:00"", ""19:00-22:00""], ""Sat"": [""19:00-22:00""], ""Sun"": []}",6.0,28.0,11.0,4.5,840.0,English,309.0,206.0,75.0,17.0,6.0,5.0,4.5,4.5,4.0,4.0,"souffle, sea bass, set menu, set lunch, superb food"
73301,g187221-d2717539,Grill & Wines,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Cannes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Cannes,"5 rue Notre Dame 100 mètres du Palais du Festival, 06400 Cannes France",43.55182,7.019634,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#14 of 649 Restaurants in Cannes,#14 of 785 places to eat in Cannes,"Mid-range, French, Mediterranean, European",€€-€€€,€16-€60,"Lunch, Dinner","Wine Bar, French, Mediterranean, European, Grill, Healthy","Vegetarian Friendly, Gluten Free Options","Outdoor Seating, Seating, Highchairs Available, Reservations, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Accepts Credit Cards, Table Service",Y,N,Y,"{""Mon"": [], ""Tue"": [""09:00-15:00"", ""18:00-23:00""], ""Wed"": [""09:00-15:00"", ""18:00-23:00""], ""Thu"": [""09:00-15:00"", ""18:00-23:00""], ""Fri"": [""09:00-15:00"", ""18:00-23:00""], ""Sat"": [""09:00-15:00"", ""18:00-23:00""], ""Sun"": []}",5.0,55.0,10.0,4.5,1171.0,English,256.0,175.0,56.0,14.0,4.0,7.0,4.5,4.5,4.5,4.5,"baked cheese, bone marrow, potatoes, risotto, crepes"
73472,g187221-d6767608,Bobo Bistro,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Cannes""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Cannes,"21 rue Commandant Andre, 06400 Cannes France",43.551105,7.022948,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#70 of 649 Restaurants in Cannes,#73 of 785 places to eat in Cannes,"Mid-range, Italian, French, Mediterranean",€€-€€€,€18-€40,"Lunch, Dinner, After-hours","Italian, French, Mediterranean, European","Vegetarian Friendly, Vegan Options","Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",Y,Y,N,"{""Mon"": [""12:00-15:00"", ""19:00-23:00""], ""Tue"": [""12:00-15:00"", ""19:00-23:00""], ""Wed"": [""12:00-15:00"", ""19:00-23:00""], ""Thu"": [""12:00-15:00"", ""19:00-23:00""], ""Fri"": [""12:00-15:00"", ""19:00-23:00""], ""Sat"": [""12:00-15:00"", ""19:00-23:00""], ""Sun"": []}",6.0,42.0,12.0,4.0,1169.0,English,334.0,171.0,108.0,28.0,15.0,12.0,4.0,4.0,4.0,4.0,"pizza, artichoke salad, vongole, mashed potatoes, mussels"
73574,g187222-d1016768,Château Eza,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Eze""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Eze,"rue de la Pise, 06360 Èze France",43.727715,7.36106,Claimed,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Very comfortable restaurant",#1 of 31 Restaurants in \u00C8ze,#1 of 38 places to eat in Eze,"Fine Dining, French, Mediterranean, European",€€€€,€29-€116,"Lunch, Dinner, After-hours, Drinks","French, Mediterranean, European, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Private Dining, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""12:00-14:00"", ""19:30-21:30""], ""Tue"": [""12:00-14:00"", ""19:30-21:30""], ""Wed"": [""12:00-14:00"", ""19:30-21:30""], ""Thu"": [""12:00-14:00"", ""19:30-21:30""], ""Fri"": [""12:00-14:00"", ""19:30-21:30""], ""Sat"": [""12:00-14:00"", ""19:30-21:30""], ""Sun"": [""12:00-14:00"", ""19:30-21:30""]}",7.0,28.0,14.0,4.5,1202.0,English,670.0,475.0,104.0,37.0,29.0,25.0,4.5,4.5,4.0,4.5,"tasting menu, duck, cap ferrat, cote d'azur, stunning views"
73597,g187222-d3383255,Le Nid d'Aigle,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Eze""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Eze,"1 rue du Chateau, 06360 Èze France",43.72797,7.361532,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#5 of 31 Restaurants in \u00C8ze,#5 of 38 places to eat in Eze,"Mid-range, French, Mediterranean, European",€€-€€€,€10-€30,"Breakfast, Lunch","French, Mediterranean, European, Healthy",Vegetarian Friendly,"Free Wifi, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",Y,N,N,"{""Mon"": [""09:00-18:00""], ""Tue"": [""09:00-18:00""], ""Wed"": [], ""Thu"": [""09:00-18:00""], ""Fri"": [""09:00-18:00""], ""Sat"": [""09:00-18:00""], ""Sun"": [""09:00-18:00""]}",6.0,54.0,6.0,4.0,745.0,English,205.0,80.0,87.0,15.0,6.0,17.0,4.0,4.0,4.0,4.5,"salad, fish and chips, escargot, ham, delicious food"
73608,g187222-d805478,La Chevre d'Or,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Eze""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Eze,"Rue du Barri, 06360 Èze France",43.727257,7.36178,Claimed,"Travellers' Choice, Michelin 2021 for Two Michelin Stars: Excellent cooking, worth a detour!, Michelin 2021 for Very comfortable restaurant",#2 of 31 Restaurants in \u00C8ze,#2 of 38 places to eat in Eze,"Fine Dining, French, Mediterranean, Vegetarian Friendly",€€€€,€90-€175,"Lunch, Dinner, Drinks","French, Mediterranean","Vegetarian Friendly, Gluten Free Options","Parking Available, Valet Parking, Serves Alcohol, Full Bar, Free Wifi, Reservations, Outdoor Seating, Private Dining, Seating, Validated Parking, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",Y,N,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [""19:30-21:30""], ""Thu"": [""12:30-13:30"", ""19:30-21:30""], ""Fri"": [""12:30-13:30"", ""19:30-21:30""], ""Sat"": [""12:30-13:30"", ""19:30-21:30""], ""Sun"": [""12:30-13:30"", ""19:30-21:30""]}",5.0,14.0,9.0,4.5,1178.0,English,556.0,399.0,74.0,33.0,23.0,27.0,4.5,4.5,3.5,4.5,"mediterranean sea, stunning views, once in a lifetime, terrace, eze"
74705,g187231-d1866357,Restaurant Le Galion,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Menton""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Menton,"Nouveau Port de Menton Garavan, 06500, Menton France",43.784428,7.51973,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#9 of 234 Restaurants in Menton,#9 of 262 places to eat in Menton,"Fine Dining, Italian, French, Seafood",€€€€,€25-€50,"Lunch, Dinner","Italian, French, Seafood, Mediterranean, European","Vegetarian Friendly, Gluten Free Options","Seating, Parking Available, Validated Parking, Free off-street parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Private Dining, Highchairs Available, Accepts Credit Cards, Table Service",Y,N,Y,"{""Mon"": [""12:00-14:00"", ""19:00-22:00""], ""Tue"": [], ""Wed"": [], ""Thu"": [""12:00-14:00"", ""19:00-22:00""], ""Fri"": [""12:00-14:00"", ""19:00-22:00""], ""Sat"": [""12:00-14:00"", ""19:00-22:00""], ""Sun"": [""12:00-14:00"", ""19:00-22:00""]}",5.0,25.0,10.0,4.5,749.0,English,104.0,79.0,17.0,3.0,3.0,2.0,4.5,4.5,4.0,4.0,"pasta, mixed seafood, carpaccio, oysters, sole"
74901,g187232-d1877256,La Place de Mougins,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Mougins""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Mougins,"41 Place du Commandant Lamy, 06250 Mougins France",43.600414,6.994415,Claimed,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant",#1 of 85 Restaurants in Mougins,#1 of 92 places to eat in Mougins,"Fine Dining, French, European, Vegetarian Friendly",€€€€,€39-€130,"Lunch, Dinner","French, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Highchairs Available, Free Wifi, Reservations, Outdoor Seating, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""12:00-14:00"", ""19:00-22:00""], ""Tue"": [], ""Wed"": [], ""Thu"": [""12:00-14:00"", ""19:00-22:00""], ""Fri"": [""12:00-14:00"", ""19:00-22:00""], ""Sat"": [""12:00-14:00"", ""19:00-22:00""], ""Sun"": [""12:00-14:00"", ""19:00-22:00""]}",5.0,25.0,10.0,4.5,1388.0,English,341.0,272.0,42.0,8.0,12.0,7.0,4.5,4.5,4.5,4.5,"michelin star, chef denis, small portions, gourmet restaurant, presentation"
75058,g187234-d1048407,La Gauloise,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Nice""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Nice,"28 avenue Malaussena, 06000 Nice France",43.708954,7.262654,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2014, Certificate of Excellence 2013",#396 of 1657 Restaurants in Nice,#415 of 1953 places to eat in Nice,"Mid-range, French, Seafood, Mediterranean",€€-€€€,€10-€30,"Lunch, Dinner, After-hours","French, Seafood, Mediterranean, European",Vegetarian Friendly,"Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Table Service, Highchairs Available, Free Wifi",Y,N,N,"{""Mon"": [], ""Tue"": [""09:00-23:00""], ""Wed"": [""09:00-23:00""], ""Thu"": [""09:00-23:00""], ""Fri"": [""09:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-23:00""]}",6.0,84.0,6.0,4.5,259.0,English,33.0,16.0,11.0,3.0,2.0,1.0,4.5,4.0,4.0,4.0,"seafood linguine, tram stop, friendly atmosphere, old town, liberation"
75072,g187234-d1051138,Le Frog,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Nice""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Nice,"3 rue Milton Robbins, 06300 Nice France",43.695415,7.272166,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",#103 of 1657 Restaurants in Nice,#111 of 1953 places to eat in Nice,"Mid-range, French, Mediterranean, European",€€-€€€,€11-€42,"Lunch, Dinner, After-hours","French, Mediterranean, European, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""12:00-23:00""], ""Tue"": [""12:00-23:00""], ""Wed"": [""12:00-23:00""], ""Thu"": [""12:00-23:00""], ""Fri"": [""12:00-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-23:00""]}",7.0,77.0,7.0,4.5,1283.0,English,592.0,370.0,145.0,42.0,15.0,20.0,4.5,4.5,4.0,4.0,"frog legs, snails, seafood linguine, lamb, foie gras"
